[2025-07-23T08:43:46.589+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-07-23T08:43:46.812+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: saveDatabase.save_database_1 scheduled__2025-07-22T08:15:00+00:00 [queued]>
[2025-07-23T08:43:46.820+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: saveDatabase.save_database_1 scheduled__2025-07-22T08:15:00+00:00 [queued]>
[2025-07-23T08:43:46.821+0000] {taskinstance.py:2306} INFO - Starting attempt 3 of 13
[2025-07-23T08:43:46.833+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): save_database_1> on 2025-07-22 08:15:00+00:00
[2025-07-23T08:43:46.841+0000] {standard_task_runner.py:63} INFO - Started process 32878 to run task
[2025-07-23T08:43:46.846+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'saveDatabase', 'save_database_1', 'scheduled__2025-07-22T08:15:00+00:00', '--job-id', '34', '--raw', '--subdir', 'DAGS_FOLDER/dag_saveDB_redis.py', '--cfg-path', '/tmp/tmp2dchkmey']
[2025-07-23T08:44:58.151+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PFL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.237+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PHH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.249+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PHP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.260+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PHS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.397+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PID: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.416+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PIS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.528+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PJS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.544+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PIV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.553+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PLA: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.647+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PLE: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.661+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PLO: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.782+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PMJ: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.835+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PMT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.845+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PMW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.926+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PND: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:58.930+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PNG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.017+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PNP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.167+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý POB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.176+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PNT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.234+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý POS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.248+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý POM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.263+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý POV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.441+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PPH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.455+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PPI: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.523+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PQN: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.539+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PRO: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.556+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PRT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.687+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PSB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.699+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PSG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.797+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PSN: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.802+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PSL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.832+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PSP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.983+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTE: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:44:59.993+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.076+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.098+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTO: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.133+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.284+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.289+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PTT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.347+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVA: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.370+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVE: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.407+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.584+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.594+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.665+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVO: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.681+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVR: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.723+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.848+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVY: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.855+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PVX: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.909+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PWA: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.928+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PWS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:00.980+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PX1: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.143+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXA: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.175+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.217+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXI: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.242+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.252+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.378+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.411+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý PXT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.494+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QBS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.505+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QCC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.508+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QHW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.658+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QNC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.670+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QNS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.773+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QNW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.774+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QNT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.784+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QNU: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.919+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QPH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:01.922+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QSP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.037+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý QTP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.051+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RBC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.065+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RAT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.200+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RCD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.207+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RCC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.328+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RIC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.328+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý RTB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.336+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý S12: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.487+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý S72: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.511+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý S27: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.656+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý S96: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.660+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SAC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.677+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý S74: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.719+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SAL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.771+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SAP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:02.968+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SAS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.019+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SB1: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.046+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.049+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.063+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.225+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.341+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.390+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBR: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.399+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SBS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.415+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.451+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.643+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCJ: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.731+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.744+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCO: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.748+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SCY: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.766+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD1: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:03.873+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD2: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.007+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD3: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.071+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD4: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.075+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD7: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.081+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD6: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.133+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SD8: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.221+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.344+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.362+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDJ: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.378+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDK: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.408+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.465+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.661+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.693+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDX: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.713+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SDY: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.719+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SEA: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.750+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SEP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:04.924+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SGB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.059+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SGI: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.074+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SGS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.080+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SGP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.084+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SHC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.168+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SHG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.400+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SID: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.416+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SIV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.422+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SII: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.430+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SIG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.465+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SJC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.734+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SJF: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.793+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SJG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.804+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SJM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.805+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SKH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.855+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SKN: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:05.961+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SKV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.072+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SNC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.129+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SNZ: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.137+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SP2: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.165+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SPB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.225+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SPD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.312+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SPH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.414+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SPV: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.491+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SQC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.497+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SRB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.523+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SSF: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.564+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SSG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.664+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SSH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.795+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SSN: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.812+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý STH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.828+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý STL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.873+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý STS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:06.898+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý STT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.096+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý STW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.156+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SVG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.196+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SWC: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.210+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SZE: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.259+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SVH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.354+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý SZG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.443+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TA6: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.474+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TAB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.509+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TAL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.522+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TAN: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.604+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TAR: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.672+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TAW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.739+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TB8: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.787+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TBD: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.791+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TBH: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.886+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TBR: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.903+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TBT: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:07.984+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TBW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.051+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TCJ: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.062+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TCK: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.129+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TCW: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.151+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TDB: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.207+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TDF: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.365+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TED: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.366+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TDS: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.408+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TEL: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.423+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TGG: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.466+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TGP: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.730+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý TH1: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.757+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý THM: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.776+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý THU: Expecting value: line 1 column 1 (char 0)
[2025-07-23T08:45:08.788+0000] {History_Min.py:56} ERROR - ❌ Lỗi khi xử lý THP: Expecting value: line 1 column 1 (char 0)
